X1,X2,X3,X4,X5,Y
561,0.048,313,26.3,832,66.8
547,0.041,370,11.8,833,62.6
1477,0.026,1227,0,834,196
352,0.035,223,0,835,38.3
473,0.039,291,26,836,51.7
438,0.034,348,0,837,40.8
658,0.055,260,57.5,838,91.4
446,0.024,386,0,839,41
602,0.035,322,37.3,840,76.1
694,0.025,404,42.2,841,82.5
775,0.025,477,42.2,842,90.9
397,0.036,271,0,843,42.8
395,0.036,256,12.5,844,43.1
625,0.025,236,5.1,845,43.1
551,0.033,439,0,846,59.3
753,0.038,517,0,847,87.3
811,0.062,552,20.2,848,111
1309,0.095,560,155.7,849,231
946,0.061,477,51.3,850,111
608,0.061,358,20.2,851,84.9
693,0.011,399,11.8,852,61.5
521,0.067,210,59,853,67.5
394,0.035,265,12.5,854,45.9
1175,0.046,828,37.3,855,166
810,0.029,705,0,856,110
755,0.029,638,0,857,101
802,0.053,538,0,858,88.6
888,0.045,403,74.3,859,98.3
750,0.065,349,57.5,860,112
473,0.024,405,0,861,55.1
429,0.029,353,0,862,51.9
836,0.044,407,74.3,863,112
518,0.039,384,0,864,62.2
566,0.043,353,0,865,60.4
671,0.092,250,40.5,866,90.2
724,0.049,516,0,867,86.3
672,0.044,272,43.4,868,72.2
381,0.032,318,0,869,51.2
479,0.022,327,0,870,50.5
589,0.046,293,20.2,871,75
502,0.026,406,12.5,872,50.1
514,0.05,240,35.5,873,58.7
405,0.032,305,3.2,874,47.6
481,0.035,264,11.8,875,48.5
518,0.056,241,29.1,876,58.4
639,0.036,390,11.8,877,73.4
428,0.024,362,0,878,52.4
629,0.056,379,20.2,879,80.8
585,0.033,473,0,880,77
591,0.034,455,0,881,71.8
718,0.034,369,17.1,882,79.6
910,0.042,414,74.3,883,114
725,0.05,396,32.8,884,92.9
844,0.075,355,54.4,885,109
914,0.074,387,74.6,886,126
483,0.025,402,0,887,59.6
525,0.039,391,0,888,62.7
602,0.057,342,20.2,889,83.9
637,0.049,330,17.1,890,71.4
850,0.027,732,3.2,891,120
616,0.033,389,26.3,892,76.9
543,0.068,244,43.1,893,60.3
538,0.038,370,0,894,62.5
571,0.042,357,0,895,60.7
782,0.059,338,34.1,896,86
550,0.044,319,17.1,897,60.9
510,0.036,308,26.3,898,62.6
610,0.042,370,20.2,899,81.5
450,0.025,383,0,900,52.3
568,0.029,408,17.1,901,69.9
710,0.048,348,52.6,902,77.2
292,0.037,238,0,903,35.8
380,0.028,242,11.8,904,47.9
403,0.032,321,0,905,46.3
518,0.068,267,26,906,63.7
423,0.036,304,12.5,907,49.4
555,0.068,244,49.8,908,76.9
433,0.032,300,12.5,909,49.4
528,0.031,289,28.8,910,65.3
628,0.06,289,40.5,911,91.4
437,0.033,344,12.5,912,55.4
566,0.034,307,37.2,913,68.4
347,0.035,291,0,914,42.4
414,0.029,266,0,915,44
507,0.046,239,23.8,916,52.9
515,0.053,252,20.2,917,66.7
526,0.03,399,0,918,53.3
584,0.043,370,20.2,919,80.7
623,0.057,358,43.1,920,95.1
618,0.025,502,0,921,62.2
452,0.036,310,12.5,922,52.1
459,0.027,328,11.8,923,61
440,0.033,306,12.5,924,51.9
387,0.048,270,0,925,43.7
497,0.03,427,12.5,926,65
620,0.029,379,26.3,927,75.5
518,0.041,348,0,928,49.5
610,0.025,339,23.8,929,70.7
547,0.024,371,0,930,63.8
498,0.035,350,12.5,931,58.8
467,0.033,352,12.5,932,58.5
722,0.044,279,59.6,933,94.1
442,0.035,323,0,934,51.6
863,0.051,325,92.8,935,107
595,0.025,428,0,936,65.7
558,0.04,399,0,937,54.7
787,0.067,343,40.5,938,103
519,0.04,372,25.1,939,67.6
590,0.024,426,32.1,940,75.2
671,0.038,403,26.3,941,80.6
758,0.025,643,0,942,98.8
827,0.026,711,0,943,114
943,0.029,748,0,944,117.6
966,0.029,770,12.5,945,131
1150,0.026,974,0,946,141.8
1199,0.026,1021,0,947,151.1
1386,0.026,1136,0,948,173.6
1394,0.026,1193,0,949,177.2
1533,0.026,1259,0,950,208.9
1593,0.026,1319,0,951,220
1096,0.06,818,0,952,139
667,0.04,491,0,953,70.8
888,0.049,646,0,954,96.6
515,0.029,305,11.8,955,53
463,0.026,366,0,956,52.5
635,0.046,357,26.3,957,73.2
1270,0.026,1070,0,958,146.8
1641,0.026,1350,0,959,211.8
865,0.077,414,63.3,960,121
391,0.063,168,20.2,961,51.1
443,0.032,373,0,962,55
607,0.026,389,26.3,963,71.6
731,0.058,515,0,964,88.8
584,0.037,402,17.1,965,72.4
354,0.034,283,0,966,42.3
1316,0.026,1095,0,967,162
1585,0.032,1208,52.6,968,230
680,0.073,311,37.3,969,86.8
702,0.029,514,26.3,970,86.9
1491,0.087,654,133.5,971,232
778,0,330,10.2,972,39.6
559,0.039,336,17.1,973,64.4
790,0.034,626,0,974,104
563,0.028,350,26.3,975,57.5
948,0.034,740,0,976,119
390,0.032,337,0,977,46.1
546,0.03,240,26.3,978,48.1
378,0.082,121,20.2,979,44.1
408,0.037,210,17.1,980,41.9
971,0.029,789,0,981,125
429,0.014,246,0,982,38.5
404,0.034,300,12.5,983,49
585,0.077,224,76.1,984,78.4
467,0.058,232,20.1,985,50.4
966,0.028,728,52.6,986,122
510,0.027,426,12.5,987,63.8
449,0.026,361,0,988,52.2
772,0.056,414,45.3,989,101
553,0.042,334,26.3,990,63.3
401,0.032,322,0,991,44.7
394,0.032,329,0,992,45.7
869,0.09,280,94.8,993,135
525,0.065,216,26.3,994,51.7
677,0.03,521,12.5,995,85.7
388,0.034,293,0,996,42.5
442,0.033,341,0,997,45.3
498,0.026,407,0,998,58.7
720,0.085,322,57.5,999,83.4
687,0.059,384,20.2,1000,87.6
625,0.033,426,0,1001,70.1
564,0.026,449,0,1002,56
559,0.026,446,0,1003,65.3
634,0.042,481,0,1004,79.8
719,0.027,534,11.8,1005,95.6
400,0.047,270,0,1006,45.3
560,0.025,479,0,1007,69.2
502,0.024,420,0,1008,47.1
532,0.024,468,0,1009,61
745,0.03,585,0,1010,86.9
740,0.03,580,0,1011,88.9
817,0.038,553,26,1012,104
879,0.035,369,74.6,1013,118
640,0.032,502,0,1014,66.4
793,0.037,456,11.8,1015,85.7
1046,0.062,642,24.1,1016,134
840,0.044,614,0,1017,99.6
886,0.03,728,0,1018,110.4
563,0.046,328,20.2,1019,73.2
575,0.045,325,20.2,1020,73.5
562,0.045,333,20.2,1021,73.2
508,0.032,423,0,1022,61.4
233,0.025,170,0,1023,30.6
367,0.066,137,26,1024,35.9
366,0.096,122,23.8,1025,34.8
324,0.041,160,38.8,1026,33
344,0.023,230,0,1027,36.6
221,0.024,213,0,1028,28.5
316,0.05,188,0,1029,31.4
291,0.023,211,0,1030,32.1
320,0.034,193,0,1031,28.7
409,0.055,178,26,1032,42.6
402,0.037,166,23.8,1033,45.9
363,0.055,170,17.1,1034,38.5
370,0.036,189,38.8,1035,40.2
353,0.027,211,0,1036,32.2
440,0.004,200,64.2,1037,35.9
340,0.029,202,11.8,1038,41.7
220,0.026,191,0,1039,29.3
594,0.043,417,0,1040,67
383,0.022,268,0,1041,38.9
277,0.024,249,0,1042,34.5
334,0.022,250,0,1043,37
422,0.047,214,26,1044,46.4
381,0.019,254,0,1045,39.1
397,0.018,238,0,1046,35.4
468,0.025,204,17.1,1047,42.8
474,0.018,212,5.4,1048,32.9
497,0.03,209,17.1,1049,37.9
328,0.038,228,3.2,1050,35.5
453,0.047,179,37.2,1051,49.9
390,0.045,208,12,1052,44.2
366,0.038,208,12.5,1053,34.2
546,0.008,208,5.1,1054,32.7
559,0.044,422,0,1055,66.6
430,0.045,252,20.2,1056,50
484,0.012,217,3.4,1057,29.3
536,0,245,5.4,1058,37.8
519,0,224,3.4,1059,27.8
471,0.02,327,0,1060,50.1
376,0.024,323,0,1061,39.5
609,0.038,257,44,1062,76
579,0.021,283,17.1,1063,48.9
585,0.014,230,5.1,1064,32.3
923,0.046,576,57.8,1065,124
519,0.061,272,31.7,1066,63.4
510,0.025,322,17.1,1067,50.4
569,0.05,286,37.3,1068,69.8
393,0.031,320,0,1069,40.8
404,0.028,331,0,1070,40.1
507,0.029,313,0,1071,50.1
642,0.002,328,17.1,1072,55.6
682,0.028,295,37.3,1073,66.5
669,0,330,3.4,1074,33.1
690,0,334,10.8,1075,37.9
687,0,308,8.8,1076,33.2
672,0,268,6.8,1077,33.5
621,0.026,413,17.1,1078,49.9
570,0.03,307,26.3,1079,56.8
398,0.028,335,0,1080,45.3
676,0.038,411,38.8,1081,84.5
502,0.038,383,0,1082,55.5
394,0.032,330,0,1083,48.4
448,0.032,369,0,1084,54.6
494,0.031,404,0,1085,62.3
680,0.056,241,47.6,1086,66.4
677,0.038,490,0,1087,79.5
430,0.053,194,26,1088,42.9
617,0.061,313,31.7,1089,79.7
555,0.052,352,0,1090,62.7
555,0.043,389,0,1091,61.6
593,0.046,396,0,1092,66.3
598,0.046,393,0,1093,66.3
400,0.033,331,0,1094,48.7
591,0.046,329,20.2,1095,73.3
591,0.046,329,20.2,1096,73.3
488,0.041,333,20.2,1097,66.2
699,0.058,402,26.3,1098,84.7
480,0.045,320,25.1,1099,58.3
671,0.032,455,17.1,1100,81.1
519,0.025,433,0,1101,62.3
1084,0.063,518,110.1,1102,156
486,0.03,382,12.5,1103,58.8
635,0.032,392,17.1,1104,61.4
428,0.023,305,0,1105,44.1
330,0.024,284,0,1106,40.5
377,0.04,261,0,1107,37.2
478,0.045,255,26,1108,52.5
481,0.023,253,23.8,1109,53.6
459,0.049,249,20.2,1110,61.6
481,0.051,230,17.1,1111,47.6
393,0.022,289,0,1112,43.4
433,0.022,292,0,1113,46.2
467,0.023,280,0,1114,43.8
567,0.069,232,52,1115,64.6
435,0.033,250,17.1,1116,47.9
582,0.074,222,46.3,1117,73.2
579,0.053,214,44,1118,82.9
424,0.019,290,0,1119,46.2
495,0.019,297,0,1120,47.9
509,0.014,279,0,1121,44.6
554,0.036,252,17.1,1122,49.7
534,0.02,249,17.1,1123,50.7
564,0.056,221,37.3,1124,68.3
655,0.102,180,57.5,1125,89
488,0.038,221,26.3,1126,49.9
581,0.074,198,46.5,1127,70.9
497,0.04,226,26.3,1128,50.7
486,0.038,222,37.2,1129,56
389,0.024,324,0,1130,43.8
561,0.014,330,0,1131,53.4
619,0.013,289,17.1,1132,55.9
555,0.073,244,37.3,1133,70.2
609,0.046,258,37.3,1134,72.5
541,0.031,268,37.2,1135,59.9
698,0.068,388,31.7,1136,89.7
925,0.046,691,22.9,1137,110
714,0.051,451,20.2,1138,87.5
701,0.049,458,31.7,1139,89.3
513,0.03,419,0,1140,45.4
537,0.047,289,26.3,1141,58.4
842,0.051,372,71.3,1142,98.9
643,0.013,262,8.8,1143,38
496,0.037,272,17.1,1144,50
679,0.07,301,46.5,1145,88
655,0.095,248,40.5,1146,90.2
708,0.029,456,17.1,1147,81
668,0.03,537,0,1148,81.1
403,0.026,344,0,1149,46.1
653,0.078,316,52,1150,85.9
628,0.038,465,0,1151,76.2
765,0.035,420,51.4,1152,85.9
646,0.041,395,0,1153,82.9
1295,0.038,1036,20.2,1154,157
1267,0.036,1007,20.2,1155,153
1058,0.052,541,52.6,1156,125
845,0.057,614,0,1157,97.1
872,0.049,448,34.1,1158,103
863,0.041,524,52.6,1159,117
990,0.039,681,52.6,1160,137
969,0.036,676,52.6,1161,130
1190,0.039,877,52.6,1162,174
1232,0.034,1063,52.6,1163,224
1360,0.032,1148,52.6,1164,243
693,0.043,471,0,1165,85.9
773,0.051,327,43.4,1166,87.5
717,0.044,421,0,1167,82.1
694,0.051,423,12,1168,102
716,0.058,341,46.5,1169,91.2
757,0.041,562,0,1170,95.6
612,0.025,504,0,1171,73.3
609,0.031,505,0,1172,74.4
521,0.04,286,20.1,1173,55.6
508,0.033,321,11.8,1174,54.1
558,0.045,359,0,1175,63
577,0.035,405,0,1176,67.6
625,0.025,367,0,1177,67.4
679,0.101,293,60.7,1178,89.2
635,0.031,502,0,1179,79.6
651,0.034,455,0,1180,74.3
610,0.037,335,37.3,1181,83.4
836,0.046,512,32.1,1182,112
669,0.043,347,37.2,1183,82.5
712,0.041,358,37.2,1184,74.9
711,0.066,320,63.2,1185,90
819,0.04,508,51.4,1186,99.4
801,0.084,354,74.6,1187,131
1149,0.099,441,149.2,1188,213
650,0.052,429,20.2,1189,88.9
619,0.058,343,20.2,1190,83.4
591,0.058,335,20.2,1191,83.2
623,0.067,306,31.7,1192,86.4
659,0.038,402,0,1193,76.6
631,0.041,386,0,1194,70.4
647,0.038,383,0,1195,73.6
712,0.029,484,17.1,1196,87.5
578,0.044,355,0,1197,69.3
619,0.05,343,12.6,1198,70.9
738,0.048,366,48.6,1199,91.2
622,0.041,396,0,1200,67.5
666,0.045,372,12.6,1201,76.2
585,0.042,452,3,1202,73.7
493,0.028,362,12.5,1203,54.4
865,0.041,553,0,1204,128
386,0.032,326,0,1205,45.9
746,0.055,384,46.5,1206,93.8
612,0.027,488,0,1207,78
679,0.056,428,0,1208,80.2
588,0.033,369,17.1,1209,68.3
589,0.039,350,26.3,1210,66.9
623,0.028,455,17.1,1211,80.2
413,0.036,302,0,1212,44.4
778,0.072,436,26,1213,94.4
748,0.027,550,17.1,1214,93.8
463,0.032,356,3.2,1215,54.5
783,0.046,443,23.8,1216,116
621,0.056,245,47.6,1217,80.3
877,0.087,460,52,1218,112
782,0.076,285,58.8,1219,91.4
914,0.051,587,0,1220,116
544,0.042,285,17.1,1221,55.6
470,0.034,358,0,1222,57.9
547,0.034,420,0,1223,67.5
561,0.035,435,0,1224,68.2
577,0.035,410,0,1225,67.6
663,0.051,391,17.1,1226,75.4
646,0.058,380,20.2,1227,87.5
650,0.053,350,26.3,1228,76.6
684,0.048,395,26.3,1229,82.6
682,0.04,430,0,1230,76.3
598,0.05,377,32.8,1231,78.8
854,0.04,484,52.6,1232,102
538,0.047,326,0,1233,58.2
594,0.04,332,11.8,1234,65.7
500,0.039,327,0,1235,67
537,0.062,302,20.2,1236,76
541,0.037,329,0,1237,59.7
570,0.032,326,0,1238,61.9
586,0.061,309,26,1239,70.9
538,0.06,312,26,1240,68.8
587,0.058,313,20.2,1241,79.4
528,0.036,375,0,1242,61.7
634,0.03,369,0,1243,68.5
685,0.052,351,26,1244,78.4
668,0.078,317,52,1245,86.3
692,0.032,375,52.6,1246,87.1
1249,0.068,550,93.1,1247,174
582,0.035,395,0,1248,73.5
701,0.029,330,52.6,1249,77.6
605,0.046,373,26.3,1250,66.7
389,0.024,329,0,1251,46.5
494,0.037,282,17.1,1252,55.2
545,0.022,323,0,1253,55.7
467,0.03,288,17.1,1254,54.2
570,0.049,283,20.2,1255,73.1
656,0.069,255,40.5,1256,89.1
503,0.052,259,26.3,1257,53.9
529,0.037,275,26.3,1258,58.4
370,0.026,301,0,1259,43.3
504,0.036,236,26.3,1260,51.2
408,0.045,262,3,1261,53.3
868,0.041,403,74.3,1262,115
550,0.028,345,26.3,1263,65.5
570,0.033,334,26.3,1264,64.2
622,0.051,320,46.5,1265,83.9
796,0.096,302,74.6,1266,113
627,0.025,430,26.3,1267,74.3
608,0.03,420,26.3,1268,73
639,0.03,410,26.3,1269,77.1
580,0.057,284,32.8,1270,73.1
576,0.076,255,33.4,1271,73.4
521,0.065,245,30.2,1272,61.2
544,0.04,419,0,1273,59.8
656,0.036,414,0,1274,68.5
659,0.041,334,5.1,1275,52.2
749,0.067,433,40.5,1276,99.3
930,0.04,372,42.3,1277,82.8
790,0.053,519,31.7,1278,103
685,0.052,422,20.2,1279,85
650,0.043,437,20.2,1280,76.9
724,0.031,382,5.1,1281,60.8
533,0.04,388,0,1282,61.2
559,0.046,356,0,1283,59.4
633,0.044,328,17.1,1284,68.6
606,0.034,389,0,1285,67.3
663,0.041,328,17.1,1286,71.2
686,0.042,350,37.2,1287,83
757,0.065,325,63.2,1288,93.5
438,0.032,337,12.5,1289,47.5
793,0.033,381,37.2,1290,76
623,0.033,505,0,1291,75.3
803,0.036,419,34.1,1292,96.4
692,0.048,391,26.3,1293,81.7
547,0.035,434,0,1294,59.7
572,0.034,426,0,1295,59.9
563,0.033,434,0,1296,60.3
561,0.037,424,0,1297,66
877,0.049,505,52.6,1298,107
760,0.059,332,37.3,1299,94.5
712,0.066,344,37.3,1300,88.7
715,0.058,339,46.5,1301,90.4
703,0.043,354,37.2,1302,79.1
